,ave_q,ave_x,ave_t,ave_p,counts
695,1.25,0.175,4.0,279.0,1
696,1.25,0.175,4.0,297.0,0
697,1.25,0.175,4.0,315.0,0
698,1.25,0.175,4.0,333.0,0
699,1.25,0.175,4.0,351.0,0
700,1.25,0.175,7.5,9.0,0
701,1.25,0.175,7.5,27.0,1
702,1.25,0.175,7.5,45.0,0
703,1.25,0.175,7.5,63.0,0
704,1.25,0.175,7.5,81.0,0
705,1.25,0.175,7.5,99.0,0
706,1.25,0.175,7.5,117.0,0
707,1.25,0.175,7.5,135.0,0
708,1.25,0.175,7.5,153.0,0
709,1.25,0.175,7.5,171.0,0
710,1.25,0.175,7.5,189.0,0
711,1.25,0.175,7.5,207.0,0
712,1.25,0.175,7.5,225.0,0
713,1.25,0.175,7.5,243.0,0
714,1.25,0.175,7.5,261.0,0
715,1.25,0.175,7.5,279.0,0
716,1.25,0.175,7.5,297.0,0
717,1.25,0.175,7.5,315.0,0
718,1.25,0.175,7.5,333.0,0
719,1.25,0.175,7.5,351.0,0
720,1.25,0.225,0.045,9.0,0
721,1.25,0.225,0.045,27.0,0
722,1.25,0.225,0.045,45.0,0
723,1.25,0.225,0.045,63.0,0
724,1.25,0.225,0.045,81.0,0
725,1.25,0.225,0.045,99.0,0
726,1.25,0.225,0.045,117.0,0
727,1.25,0.225,0.045,135.0,0
728,1.25,0.225,0.045,153.0,0
729,1.25,0.225,0.045,171.0,0
730,1.25,0.225,0.045,189.0,0
731,1.25,0.225,0.045,207.0,0
732,1.25,0.225,0.045,225.0,0
733,1.25,0.225,0.045,243.0,0
734,1.25,0.225,0.045,261.0,0
735,1.25,0.225,0.045,279.0,0
736,1.25,0.225,0.045,297.0,0
737,1.25,0.225,0.045,315.0,0
738,1.25,0.225,0.045,333.0,0
739,1.25,0.225,0.045,351.0,0
740,1.25,0.225,0.12,9.0,0
741,1.25,0.225,0.12,27.0,0
742,1.25,0.225,0.12,45.0,0
743,1.25,0.225,0.12,63.0,0
744,1.25,0.225,0.12,81.0,0
745,1.25,0.225,0.12,99.0,0
746,1.25,0.225,0.12,117.0,0
747,1.25,0.225,0.12,135.0,0
748,1.25,0.225,0.12,153.0,0
749,1.25,0.225,0.12,171.0,0
750,1.25,0.225,0.12,189.0,0
751,1.25,0.225,0.12,207.0,0
752,1.25,0.225,0.12,225.0,0
753,1.25,0.225,0.12,243.0,0
754,1.25,0.225,0.12,261.0,0
755,1.25,0.225,0.12,279.0,0
756,1.25,0.225,0.12,297.0,0
757,1.25,0.225,0.12,315.0,0
758,1.25,0.225,0.12,333.0,0
759,1.25,0.225,0.12,351.0,0
760,1.25,0.225,0.175,9.0,0
761,1.25,0.225,0.175,27.0,0
762,1.25,0.225,0.175,45.0,0
763,1.25,0.225,0.175,63.0,0
764,1.25,0.225,0.175,81.0,0
765,1.25,0.225,0.175,99.0,0
766,1.25,0.225,0.175,117.0,0
767,1.25,0.225,0.175,135.0,1
768,1.25,0.225,0.175,153.0,0
769,1.25,0.225,0.175,171.0,1
770,1.25,0.225,0.175,189.0,0
771,1.25,0.225,0.175,207.0,1
772,1.25,0.225,0.175,225.0,1
773,1.25,0.225,0.175,243.0,1
774,1.25,0.225,0.175,261.0,0
775,1.25,0.225,0.175,279.0,0
776,1.25,0.225,0.175,297.0,0
777,1.25,0.225,0.175,315.0,0
778,1.25,0.225,0.175,333.0,0
779,1.25,0.225,0.175,351.0,0
780,1.25,0.225,0.25,9.0,0
781,1.25,0.225,0.25,27.0,0
782,1.25,0.225,0.25,45.0,0
783,1.25,0.225,0.25,63.0,0
784,1.25,0.225,0.25,81.0,0
785,1.25,0.225,0.25,99.0,1
786,1.25,0.225,0.25,117.0,0
787,1.25,0.225,0.25,135.0,2
788,1.25,0.225,0.25,153.0,1
789,1.25,0.225,0.25,171.0,2
790,1.25,0.225,0.25,189.0,0
791,1.25,0.225,0.25,207.0,1
792,1.25,0.225,0.25,225.0,0
793,1.25,0.225,0.25,243.0,0
794,1.25,0.225,0.25,261.0,0
795,1.25,0.225,0.25,279.0,0
796,1.25,0.225,0.25,297.0,0
797,1.25,0.225,0.25,315.0,0
798,1.25,0.225,0.25,333.0,0
799,1.25,0.225,0.25,351.0,0
800,1.25,0.225,0.35,9.0,0
801,1.25,0.225,0.35,27.0,0
802,1.25,0.225,0.35,45.0,0
803,1.25,0.225,0.35,63.0,0
804,1.25,0.225,0.35,81.0,0
805,1.25,0.225,0.35,99.0,0
806,1.25,0.225,0.35,117.0,0
807,1.25,0.225,0.35,135.0,3
808,1.25,0.225,0.35,153.0,1
809,1.25,0.225,0.35,171.0,1
810,1.25,0.225,0.35,189.0,4
811,1.25,0.225,0.35,207.0,1
812,1.25,0.225,0.35,225.0,0
813,1.25,0.225,0.35,243.0,0
814,1.25,0.225,0.35,261.0,0
815,1.25,0.225,0.35,279.0,0
816,1.25,0.225,0.35,297.0,0
817,1.25,0.225,0.35,315.0,0
818,1.25,0.225,0.35,333.0,0
819,1.25,0.225,0.35,351.0,0
820,1.25,0.225,0.5,9.0,0
821,1.25,0.225,0.5,27.0,0
822,1.25,0.225,0.5,45.0,0
823,1.25,0.225,0.5,63.0,0
824,1.25,0.225,0.5,81.0,0
825,1.25,0.225,0.5,99.0,0
826,1.25,0.225,0.5,117.0,0
827,1.25,0.225,0.5,135.0,1
828,1.25,0.225,0.5,153.0,7
829,1.25,0.225,0.5,171.0,1
830,1.25,0.225,0.5,189.0,7
831,1.25,0.225,0.5,207.0,2
832,1.25,0.225,0.5,225.0,1
833,1.25,0.225,0.5,243.0,0
834,1.25,0.225,0.5,261.0,0
835,1.25,0.225,0.5,279.0,0
836,1.25,0.225,0.5,297.0,0
837,1.25,0.225,0.5,315.0,0
838,1.25,0.225,0.5,333.0,0
839,1.25,0.225,0.5,351.0,0
840,1.25,0.225,0.8,9.0,0
841,1.25,0.225,0.8,27.0,0
842,1.25,0.225,0.8,45.0,0
843,1.25,0.225,0.8,63.0,0
844,1.25,0.225,0.8,81.0,0
845,1.25,0.225,0.8,99.0,0
846,1.25,0.225,0.8,117.0,0
847,1.25,0.225,0.8,135.0,2
848,1.25,0.225,0.8,153.0,2
849,1.25,0.225,0.8,171.0,4
850,1.25,0.225,0.8,189.0,1
851,1.25,0.225,0.8,207.0,2
852,1.25,0.225,0.8,225.0,1
853,1.25,0.225,0.8,243.0,1
854,1.25,0.225,0.8,261.0,0
855,1.25,0.225,0.8,279.0,0
856,1.25,0.225,0.8,297.0,0
857,1.25,0.225,0.8,315.0,0
858,1.25,0.225,0.8,333.0,0
859,1.25,0.225,0.8,351.0,0
860,1.25,0.225,1.25,9.0,0
861,1.25,0.225,1.25,27.0,0
862,1.25,0.225,1.25,45.0,0
863,1.25,0.225,1.25,63.0,0
864,1.25,0.225,1.25,81.0,0
865,1.25,0.225,1.25,99.0,1
866,1.25,0.225,1.25,117.0,0
867,1.25,0.225,1.25,135.0,0
868,1.25,0.225,1.25,153.0,1
869,1.25,0.225,1.25,171.0,1
870,1.25,0.225,1.25,189.0,1
871,1.25,0.225,1.25,207.0,0
872,1.25,0.225,1.25,225.0,0
873,1.25,0.225,1.25,243.0,0
874,1.25,0.225,1.25,261.0,2
875,1.25,0.225,1.25,279.0,0
876,1.25,0.225,1.25,297.0,0
877,1.25,0.225,1.25,315.0,0
878,1.25,0.225,1.25,333.0,0
879,1.25,0.225,1.25,351.0,0
880,1.25,0.225,1.75,9.0,0
881,1.25,0.225,1.75,27.0,0
882,1.25,0.225,1.75,45.0,0
883,1.25,0.225,1.75,63.0,0
884,1.25,0.225,1.75,81.0,0
885,1.25,0.225,1.75,99.0,0
886,1.25,0.225,1.75,117.0,1
887,1.25,0.225,1.75,135.0,0
888,1.25,0.225,1.75,153.0,0
889,1.25,0.225,1.75,171.0,0
890,1.25,0.225,1.75,189.0,0
891,1.25,0.225,1.75,207.0,0
892,1.25,0.225,1.75,225.0,0
893,1.25,0.225,1.75,243.0,2
894,1.25,0.225,1.75,261.0,0
895,1.25,0.225,1.75,279.0,0
896,1.25,0.225,1.75,297.0,0
897,1.25,0.225,1.75,315.0,0
898,1.25,0.225,1.75,333.0,0
899,1.25,0.225,1.75,351.0,0
900,1.25,0.225,2.5,9.0,0
901,1.25,0.225,2.5,27.0,0
902,1.25,0.225,2.5,45.0,0
903,1.25,0.225,2.5,63.0,0
904,1.25,0.225,2.5,81.0,0
905,1.25,0.225,2.5,99.0,1
906,1.25,0.225,2.5,117.0,0
907,1.25,0.225,2.5,135.0,0
908,1.25,0.225,2.5,153.0,0
909,1.25,0.225,2.5,171.0,0
910,1.25,0.225,2.5,189.0,0
911,1.25,0.225,2.5,207.0,0
912,1.25,0.225,2.5,225.0,0
913,1.25,0.225,2.5,243.0,0
914,1.25,0.225,2.5,261.0,0
915,1.25,0.225,2.5,279.0,0
916,1.25,0.225,2.5,297.0,0
917,1.25,0.225,2.5,315.0,0
918,1.25,0.225,2.5,333.0,0
919,1.25,0.225,2.5,351.0,0
920,1.25,0.225,4.0,9.0,0
921,1.25,0.225,4.0,27.0,0
922,1.25,0.225,4.0,45.0,0
923,1.25,0.225,4.0,63.0,0
924,1.25,0.225,4.0,81.0,0
925,1.25,0.225,4.0,99.0,0
926,1.25,0.225,4.0,117.0,0
927,1.25,0.225,4.0,135.0,0
928,1.25,0.225,4.0,153.0,0
929,1.25,0.225,4.0,171.0,0
930,1.25,0.225,4.0,189.0,0
931,1.25,0.225,4.0,207.0,0
932,1.25,0.225,4.0,225.0,0
933,1.25,0.225,4.0,243.0,0
934,1.25,0.225,4.0,261.0,0
935,1.25,0.225,4.0,279.0,0
936,1.25,0.225,4.0,297.0,0
937,1.25,0.225,4.0,315.0,1
938,1.25,0.225,4.0,333.0,0
939,1.25,0.225,4.0,351.0,0
940,1.25,0.225,7.5,9.0,0
941,1.25,0.225,7.5,27.0,0
942,1.25,0.225,7.5,45.0,0
943,1.25,0.225,7.5,63.0,0
944,1.25,0.225,7.5,81.0,0
945,1.25,0.225,7.5,99.0,0
946,1.25,0.225,7.5,117.0,0
947,1.25,0.225,7.5,135.0,0
948,1.25,0.225,7.5,153.0,0
949,1.25,0.225,7.5,171.0,0
950,1.25,0.225,7.5,189.0,0
951,1.25,0.225,7.5,207.0,0
952,1.25,0.225,7.5,225.0,0
953,1.25,0.225,7.5,243.0,0
954,1.25,0.225,7.5,261.0,0
955,1.25,0.225,7.5,279.0,0
956,1.25,0.225,7.5,297.0,0
957,1.25,0.225,7.5,315.0,0
958,1.25,0.225,7.5,333.0,0
959,1.25,0.225,7.5,351.0,0
960,1.25,0.275,0.045,9.0,0
961,1.25,0.275,0.045,27.0,0
962,1.25,0.275,0.045,45.0,0
963,1.25,0.275,0.045,63.0,0
964,1.25,0.275,0.045,81.0,0
965,1.25,0.275,0.045,99.0,0
966,1.25,0.275,0.045,117.0,0
967,1.25,0.275,0.045,135.0,0
968,1.25,0.275,0.045,153.0,0
969,1.25,0.275,0.045,171.0,0
970,1.25,0.275,0.045,189.0,0
971,1.25,0.275,0.045,207.0,0
972,1.25,0.275,0.045,225.0,0
973,1.25,0.275,0.045,243.0,0
974,1.25,0.275,0.045,261.0,0
975,1.25,0.275,0.045,279.0,0
976,1.25,0.275,0.045,297.0,0
977,1.25,0.275,0.045,315.0,0
978,1.25,0.275,0.045,333.0,0
979,1.25,0.275,0.045,351.0,0
980,1.25,0.275,0.12,9.0,0
981,1.25,0.275,0.12,27.0,0
982,1.25,0.275,0.12,45.0,0
983,1.25,0.275,0.12,63.0,0
984,1.25,0.275,0.12,81.0,0
985,1.25,0.275,0.12,99.0,0
986,1.25,0.275,0.12,117.0,0
987,1.25,0.275,0.12,135.0,0
988,1.25,0.275,0.12,153.0,0
989,1.25,0.275,0.12,171.0,0
990,1.25,0.275,0.12,189.0,0
991,1.25,0.275,0.12,207.0,0
992,1.25,0.275,0.12,225.0,0
993,1.25,0.275,0.12,243.0,0
994,1.25,0.275,0.12,261.0,0
995,1.25,0.275,0.12,279.0,0
996,1.25,0.275,0.12,297.0,0
997,1.25,0.275,0.12,315.0,0
998,1.25,0.275,0.12,333.0,0
999,1.25,0.275,0.12,351.0,0
1000,1.25,0.275,0.175,9.0,0
1001,1.25,0.275,0.175,27.0,0
1002,1.25,0.275,0.175,45.0,0
1003,1.25,0.275,0.175,63.0,0
1004,1.25,0.275,0.175,81.0,0
1005,1.25,0.275,0.175,99.0,0
1006,1.25,0.275,0.175,117.0,3
1007,1.25,0.275,0.175,135.0,1
1008,1.25,0.275,0.175,153.0,0
1009,1.25,0.275,0.175,171.0,0
1010,1.25,0.275,0.175,189.0,0
1011,1.25,0.275,0.175,207.0,0
1012,1.25,0.275,0.175,225.0,1
1013,1.25,0.275,0.175,243.0,3
1014,1.25,0.275,0.175,261.0,0
1015,1.25,0.275,0.175,279.0,0
1016,1.25,0.275,0.175,297.0,0
1017,1.25,0.275,0.175,315.0,0
1018,1.25,0.275,0.175,333.0,0
1019,1.25,0.275,0.175,351.0,0
1020,1.25,0.275,0.25,9.0,0
1021,1.25,0.275,0.25,27.0,0
1022,1.25,0.275,0.25,45.0,0
1023,1.25,0.275,0.25,63.0,0
1024,1.25,0.275,0.25,81.0,0
1025,1.25,0.275,0.25,99.0,1
1026,1.25,0.275,0.25,117.0,1
1027,1.25,0.275,0.25,135.0,3
1028,1.25,0.275,0.25,153.0,1
1029,1.25,0.275,0.25,171.0,2
1030,1.25,0.275,0.25,189.0,0
1031,1.25,0.275,0.25,207.0,0
1032,1.25,0.275,0.25,225.0,1
1033,1.25,0.275,0.25,243.0,0
1034,1.25,0.275,0.25,261.0,0
1035,1.25,0.275,0.25,279.0,0
1036,1.25,0.275,0.25,297.0,0
1037,1.25,0.275,0.25,315.0,0
1038,1.25,0.275,0.25,333.0,0
1039,1.25,0.275,0.25,351.0,0
1040,1.25,0.275,0.35,9.0,0
1041,1.25,0.275,0.35,27.0,0
1042,1.25,0.275,0.35,45.0,0
1043,1.25,0.275,0.35,63.0,0
1044,1.25,0.275,0.35,81.0,0
1045,1.25,0.275,0.35,99.0,0
1046,1.25,0.275,0.35,117.0,3
1047,1.25,0.275,0.35,135.0,3
1048,1.25,0.275,0.35,153.0,1
1049,1.25,0.275,0.35,171.0,1
1050,1.25,0.275,0.35,189.0,0
1051,1.25,0.275,0.35,207.0,0
1052,1.25,0.275,0.35,225.0,1
1053,1.25,0.275,0.35,243.0,3
1054,1.25,0.275,0.35,261.0,0
1055,1.25,0.275,0.35,279.0,0
1056,1.25,0.275,0.35,297.0,0
1057,1.25,0.275,0.35,315.0,0
1058,1.25,0.275,0.35,333.0,0
1059,1.25,0.275,0.35,351.0,0
1060,1.25,0.275,0.5,9.0,0
1061,1.25,0.275,0.5,27.0,0
1062,1.25,0.275,0.5,45.0,0
1063,1.25,0.275,0.5,63.0,0
1064,1.25,0.275,0.5,81.0,0
1065,1.25,0.275,0.5,99.0,1
1066,1.25,0.275,0.5,117.0,4
1067,1.25,0.275,0.5,135.0,2
1068,1.25,0.275,0.5,153.0,0
1069,1.25,0.275,0.5,171.0,1
1070,1.25,0.275,0.5,189.0,1
1071,1.25,0.275,0.5,207.0,2
1072,1.25,0.275,0.5,225.0,1
1073,1.25,0.275,0.5,243.0,0
1074,1.25,0.275,0.5,261.0,0
1075,1.25,0.275,0.5,279.0,0
1076,1.25,0.275,0.5,297.0,0
1077,1.25,0.275,0.5,315.0,0
1078,1.25,0.275,0.5,333.0,0
1079,1.25,0.275,0.5,351.0,0
1080,1.25,0.275,0.8,9.0,0
1081,1.25,0.275,0.8,27.0,0
1082,1.25,0.275,0.8,45.0,0
1083,1.25,0.275,0.8,63.0,0
1084,1.25,0.275,0.8,81.0,0
1085,1.25,0.275,0.8,99.0,0
1086,1.25,0.275,0.8,117.0,2
1087,1.25,0.275,0.8,135.0,2
1088,1.25,0.275,0.8,153.0,0
1089,1.25,0.275,0.8,171.0,0
1090,1.25,0.275,0.8,189.0,0
1091,1.25,0.275,0.8,207.0,0
1092,1.25,0.275,0.8,225.0,1
1093,1.25,0.275,0.8,243.0,2
1094,1.25,0.275,0.8,261.0,0
1095,1.25,0.275,0.8,279.0,0
1096,1.25,0.275,0.8,297.0,0
1097,1.25,0.275,0.8,315.0,0
1098,1.25,0.275,0.8,333.0,0
1099,1.25,0.275,0.8,351.0,0
1100,1.25,0.275,1.25,9.0,0
1101,1.25,0.275,1.25,27.0,0
1102,1.25,0.275,1.25,45.0,0
1103,1.25,0.275,1.25,63.0,0
1104,1.25,0.275,1.25,81.0,0
1105,1.25,0.275,1.25,99.0,0
1106,1.25,0.275,1.25,117.0,0
1107,1.25,0.275,1.25,135.0,0
1108,1.25,0.275,1.25,153.0,0
1109,1.25,0.275,1.25,171.0,0
1110,1.25,0.275,1.25,189.0,0
1111,1.25,0.275,1.25,207.0,0
1112,1.25,0.275,1.25,225.0,0
1113,1.25,0.275,1.25,243.0,0
1114,1.25,0.275,1.25,261.0,1
1115,1.25,0.275,1.25,279.0,0
1116,1.25,0.275,1.25,297.0,0
1117,1.25,0.275,1.25,315.0,0
1118,1.25,0.275,1.25,333.0,0
1119,1.25,0.275,1.25,351.0,0
1120,1.25,0.275,1.75,9.0,0
1121,1.25,0.275,1.75,27.0,0
1122,1.25,0.275,1.75,45.0,0
1123,1.25,0.275,1.75,63.0,0
1124,1.25,0.275,1.75,81.0,0
1125,1.25,0.275,1.75,99.0,0
1126,1.25,0.275,1.75,117.0,0
1127,1.25,0.275,1.75,135.0,0
1128,1.25,0.275,1.75,153.0,0
1129,1.25,0.275,1.75,171.0,0
1130,1.25,0.275,1.75,189.0,0
1131,1.25,0.275,1.75,207.0,0
1132,1.25,0.275,1.75,225.0,0
1133,1.25,0.275,1.75,243.0,0
1134,1.25,0.275,1.75,261.0,0
1135,1.25,0.275,1.75,279.0,0
1136,1.25,0.275,1.75,297.0,0
1137,1.25,0.275,1.75,315.0,0
1138,1.25,0.275,1.75,333.0,0
1139,1.25,0.275,1.75,351.0,0
1140,1.25,0.275,2.5,9.0,0
1141,1.25,0.275,2.5,27.0,0
1142,1.25,0.275,2.5,45.0,0
1143,1.25,0.275,2.5,63.0,0
1144,1.25,0.275,2.5,81.0,0
1145,1.25,0.275,2.5,99.0,0
1146,1.25,0.275,2.5,117.0,0
1147,1.25,0.275,2.5,135.0,0
1148,1.25,0.275,2.5,153.0,0
1149,1.25,0.275,2.5,171.0,0
1150,1.25,0.275,2.5,189.0,0
1151,1.25,0.275,2.5,207.0,0
1152,1.25,0.275,2.5,225.0,0
1153,1.25,0.275,2.5,243.0,0
1154,1.25,0.275,2.5,261.0,0
1155,1.25,0.275,2.5,279.0,0
1156,1.25,0.275,2.5,297.0,0
1157,1.25,0.275,2.5,315.0,0
1158,1.25,0.275,2.5,333.0,0
1159,1.25,0.275,2.5,351.0,0
1160,1.25,0.275,4.0,9.0,0
1161,1.25,0.275,4.0,27.0,0
1162,1.25,0.275,4.0,45.0,0
1163,1.25,0.275,4.0,63.0,0
1164,1.25,0.275,4.0,81.0,0
1165,1.25,0.275,4.0,99.0,0
1166,1.25,0.275,4.0,117.0,0
1167,1.25,0.275,4.0,135.0,0
1168,1.25,0.275,4.0,153.0,0
1169,1.25,0.275,4.0,171.0,0
1170,1.25,0.275,4.0,189.0,0
1171,1.25,0.275,4.0,207.0,0
1172,1.25,0.275,4.0,225.0,0
1173,1.25,0.275,4.0,243.0,0
1174,1.25,0.275,4.0,261.0,0
1175,1.25,0.275,4.0,279.0,0
1176,1.25,0.275,4.0,297.0,0
1177,1.25,0.275,4.0,315.0,0
1178,1.25,0.275,4.0,333.0,0
1179,1.25,0.275,4.0,351.0,0
1180,1.25,0.275,7.5,9.0,0
1181,1.25,0.275,7.5,27.0,0
1182,1.25,0.275,7.5,45.0,0
1183,1.25,0.275,7.5,63.0,0
1184,1.25,0.275,7.5,81.0,0
1185,1.25,0.275,7.5,99.0,0
1186,1.25,0.275,7.5,117.0,0
1187,1.25,0.275,7.5,135.0,0
1188,1.25,0.275,7.5,153.0,0
1189,1.25,0.275,7.5,171.0,0
1190,1.25,0.275,7.5,189.0,0
1191,1.25,0.275,7.5,207.0,0
1192,1.25,0.275,7.5,225.0,0
1193,1.25,0.275,7.5,243.0,0
1194,1.25,0.275,7.5,261.0,0
1195,1.25,0.275,7.5,279.0,0
1196,1.25,0.275,7.5,297.0,0
1197,1.25,0.275,7.5,315.0,0
1198,1.25,0.275,7.5,333.0,0
1199,1.25,0.275,7.5,351.0,0
1200,1.25,0.33999999999999997,0.045,9.0,0
1201,1.25,0.33999999999999997,0.045,27.0,0
1202,1.25,0.33999999999999997,0.045,45.0,0
1203,1.25,0.33999999999999997,0.045,63.0,0
1204,1.25,0.33999999999999997,0.045,81.0,0
1205,1.25,0.33999999999999997,0.045,99.0,0
1206,1.25,0.33999999999999997,0.045,117.0,0
1207,1.25,0.33999999999999997,0.045,135.0,0
1208,1.25,0.33999999999999997,0.045,153.0,0
1209,1.25,0.33999999999999997,0.045,171.0,0
1210,1.25,0.33999999999999997,0.045,189.0,0
1211,1.25,0.33999999999999997,0.045,207.0,0
1212,1.25,0.33999999999999997,0.045,225.0,0
1213,1.25,0.33999999999999997,0.045,243.0,0
1214,1.25,0.33999999999999997,0.045,261.0,0
1215,1.25,0.33999999999999997,0.045,279.0,0
1216,1.25,0.33999999999999997,0.045,297.0,0
1217,1.25,0.33999999999999997,0.045,315.0,0
1218,1.25,0.33999999999999997,0.045,333.0,0
1219,1.25,0.33999999999999997,0.045,351.0,0
1220,1.25,0.33999999999999997,0.12,9.0,0
1221,1.25,0.33999999999999997,0.12,27.0,0
1222,1.25,0.33999999999999997,0.12,45.0,0
1223,1.25,0.33999999999999997,0.12,63.0,0
1224,1.25,0.33999999999999997,0.12,81.0,0
1225,1.25,0.33999999999999997,0.12,99.0,0
1226,1.25,0.33999999999999997,0.12,117.0,0
1227,1.25,0.33999999999999997,0.12,135.0,0
1228,1.25,0.33999999999999997,0.12,153.0,0
1229,1.25,0.33999999999999997,0.12,171.0,0
1230,1.25,0.33999999999999997,0.12,189.0,0
1231,1.25,0.33999999999999997,0.12,207.0,0
1232,1.25,0.33999999999999997,0.12,225.0,0
1233,1.25,0.33999999999999997,0.12,243.0,0
1234,1.25,0.33999999999999997,0.12,261.0,0
1235,1.25,0.33999999999999997,0.12,279.0,0
1236,1.25,0.33999999999999997,0.12,297.0,0
1237,1.25,0.33999999999999997,0.12,315.0,0
1238,1.25,0.33999999999999997,0.12,333.0,0
1239,1.25,0.33999999999999997,0.12,351.0,0
1240,1.25,0.33999999999999997,0.175,9.0,0
1241,1.25,0.33999999999999997,0.175,27.0,0
1242,1.25,0.33999999999999997,0.175,45.0,0
1243,1.25,0.33999999999999997,0.175,63.0,0
1244,1.25,0.33999999999999997,0.175,81.0,0
1245,1.25,0.33999999999999997,0.175,99.0,0
1246,1.25,0.33999999999999997,0.175,117.0,0
1247,1.25,0.33999999999999997,0.175,135.0,0
1248,1.25,0.33999999999999997,0.175,153.0,0
1249,1.25,0.33999999999999997,0.175,171.0,0
1250,1.25,0.33999999999999997,0.175,189.0,0
1251,1.25,0.33999999999999997,0.175,207.0,0
1252,1.25,0.33999999999999997,0.175,225.0,0
1253,1.25,0.33999999999999997,0.175,243.0,0
1254,1.25,0.33999999999999997,0.175,261.0,0
1255,1.25,0.33999999999999997,0.175,279.0,0
1256,1.25,0.33999999999999997,0.175,297.0,0
1257,1.25,0.33999999999999997,0.175,315.0,0
1258,1.25,0.33999999999999997,0.175,333.0,0
1259,1.25,0.33999999999999997,0.175,351.0,0
1260,1.25,0.33999999999999997,0.25,9.0,0
1261,1.25,0.33999999999999997,0.25,27.0,0
1262,1.25,0.33999999999999997,0.25,45.0,0
1263,1.25,0.33999999999999997,0.25,63.0,0
1264,1.25,0.33999999999999997,0.25,81.0,0
1265,1.25,0.33999999999999997,0.25,99.0,0
1266,1.25,0.33999999999999997,0.25,117.0,1
1267,1.25,0.33999999999999997,0.25,135.0,0
1268,1.25,0.33999999999999997,0.25,153.0,0
1269,1.25,0.33999999999999997,0.25,171.0,0
1270,1.25,0.33999999999999997,0.25,189.0,0
1271,1.25,0.33999999999999997,0.25,207.0,0
1272,1.25,0.33999999999999997,0.25,225.0,0
1273,1.25,0.33999999999999997,0.25,243.0,0
1274,1.25,0.33999999999999997,0.25,261.0,0
1275,1.25,0.33999999999999997,0.25,279.0,0
1276,1.25,0.33999999999999997,0.25,297.0,0
1277,1.25,0.33999999999999997,0.25,315.0,0
1278,1.25,0.33999999999999997,0.25,333.0,0
1279,1.25,0.33999999999999997,0.25,351.0,0
1280,1.25,0.33999999999999997,0.35,9.0,0
1281,1.25,0.33999999999999997,0.35,27.0,0
1282,1.25,0.33999999999999997,0.35,45.0,0
1283,1.25,0.33999999999999997,0.35,63.0,0
1284,1.25,0.33999999999999997,0.35,81.0,0
1285,1.25,0.33999999999999997,0.35,99.0,1
1286,1.25,0.33999999999999997,0.35,117.0,0
1287,1.25,0.33999999999999997,0.35,135.0,0
1288,1.25,0.33999999999999997,0.35,153.0,0
1289,1.25,0.33999999999999997,0.35,171.0,0
1290,1.25,0.33999999999999997,0.35,189.0,0
1291,1.25,0.33999999999999997,0.35,207.0,0
1292,1.25,0.33999999999999997,0.35,225.0,1
1293,1.25,0.33999999999999997,0.35,243.0,0
1294,1.25,0.33999999999999997,0.35,261.0,0
1295,1.25,0.33999999999999997,0.35,279.0,0
1296,1.25,0.33999999999999997,0.35,297.0,0
1297,1.25,0.33999999999999997,0.35,315.0,0
1298,1.25,0.33999999999999997,0.35,333.0,0
1299,1.25,0.33999999999999997,0.35,351.0,0
1300,1.25,0.33999999999999997,0.5,9.0,0
1301,1.25,0.33999999999999997,0.5,27.0,0
1302,1.25,0.33999999999999997,0.5,45.0,0
1303,1.25,0.33999999999999997,0.5,63.0,0
1304,1.25,0.33999999999999997,0.5,81.0,0
1305,1.25,0.33999999999999997,0.5,99.0,0
1306,1.25,0.33999999999999997,0.5,117.0,1
1307,1.25,0.33999999999999997,0.5,135.0,0
1308,1.25,0.33999999999999997,0.5,153.0,0
1309,1.25,0.33999999999999997,0.5,171.0,0
1310,1.25,0.33999999999999997,0.5,189.0,0
1311,1.25,0.33999999999999997,0.5,207.0,0
1312,1.25,0.33999999999999997,0.5,225.0,0
1313,1.25,0.33999999999999997,0.5,243.0,0
1314,1.25,0.33999999999999997,0.5,261.0,0
1315,1.25,0.33999999999999997,0.5,279.0,0
1316,1.25,0.33999999999999997,0.5,297.0,0
1317,1.25,0.33999999999999997,0.5,315.0,0
1318,1.25,0.33999999999999997,0.5,333.0,0
1319,1.25,0.33999999999999997,0.5,351.0,0
1320,1.25,0.33999999999999997,0.8,9.0,0
1321,1.25,0.33999999999999997,0.8,27.0,0
1322,1.25,0.33999999999999997,0.8,45.0,0
1323,1.25,0.33999999999999997,0.8,63.0,0
1324,1.25,0.33999999999999997,0.8,81.0,0
1325,1.25,0.33999999999999997,0.8,99.0,0
1326,1.25,0.33999999999999997,0.8,117.0,0
1327,1.25,0.33999999999999997,0.8,135.0,0
1328,1.25,0.33999999999999997,0.8,153.0,0
1329,1.25,0.33999999999999997,0.8,171.0,0
1330,1.25,0.33999999999999997,0.8,189.0,0
1331,1.25,0.33999999999999997,0.8,207.0,0
1332,1.25,0.33999999999999997,0.8,225.0,0
1333,1.25,0.33999999999999997,0.8,243.0,0
1334,1.25,0.33999999999999997,0.8,261.0,0
1335,1.25,0.33999999999999997,0.8,279.0,0
1336,1.25,0.33999999999999997,0.8,297.0,0
1337,1.25,0.33999999999999997,0.8,315.0,0
1338,1.25,0.33999999999999997,0.8,333.0,0
1339,1.25,0.33999999999999997,0.8,351.0,0
1340,1.25,0.33999999999999997,1.25,9.0,0
