,ave_q,ave_x,ave_t,ave_p,counts
25537,7.5,0.43,0.35,315.0,0
25538,7.5,0.43,0.35,333.0,0
25539,7.5,0.43,0.35,351.0,0
25540,7.5,0.43,0.5,9.0,0
25541,7.5,0.43,0.5,27.0,0
25542,7.5,0.43,0.5,45.0,0
25543,7.5,0.43,0.5,63.0,1
25544,7.5,0.43,0.5,81.0,3
25545,7.5,0.43,0.5,99.0,1
25546,7.5,0.43,0.5,117.0,1
25547,7.5,0.43,0.5,135.0,4
25548,7.5,0.43,0.5,153.0,3
25549,7.5,0.43,0.5,171.0,0
25550,7.5,0.43,0.5,189.0,0
25551,7.5,0.43,0.5,207.0,0
25552,7.5,0.43,0.5,225.0,1
25553,7.5,0.43,0.5,243.0,1
25554,7.5,0.43,0.5,261.0,1
25555,7.5,0.43,0.5,279.0,3
25556,7.5,0.43,0.5,297.0,1
25557,7.5,0.43,0.5,315.0,0
25558,7.5,0.43,0.5,333.0,1
25559,7.5,0.43,0.5,351.0,0
25560,7.5,0.43,0.8,9.0,0
25561,7.5,0.43,0.8,27.0,0
25562,7.5,0.43,0.8,45.0,0
25563,7.5,0.43,0.8,63.0,2
25564,7.5,0.43,0.8,81.0,6
25565,7.5,0.43,0.8,99.0,10
25566,7.5,0.43,0.8,117.0,3
25567,7.5,0.43,0.8,135.0,3
25568,7.5,0.43,0.8,153.0,7
25569,7.5,0.43,0.8,171.0,4
25570,7.5,0.43,0.8,189.0,3
25571,7.5,0.43,0.8,207.0,2
25572,7.5,0.43,0.8,225.0,2
25573,7.5,0.43,0.8,243.0,3
25574,7.5,0.43,0.8,261.0,7
25575,7.5,0.43,0.8,279.0,2
25576,7.5,0.43,0.8,297.0,3
25577,7.5,0.43,0.8,315.0,0
25578,7.5,0.43,0.8,333.0,0
25579,7.5,0.43,0.8,351.0,0
25580,7.5,0.43,1.25,9.0,0
25581,7.5,0.43,1.25,27.0,0
25582,7.5,0.43,1.25,45.0,1
25583,7.5,0.43,1.25,63.0,2
25584,7.5,0.43,1.25,81.0,5
25585,7.5,0.43,1.25,99.0,1
25586,7.5,0.43,1.25,117.0,2
25587,7.5,0.43,1.25,135.0,2
25588,7.5,0.43,1.25,153.0,2
25589,7.5,0.43,1.25,171.0,1
25590,7.5,0.43,1.25,189.0,4
25591,7.5,0.43,1.25,207.0,4
25592,7.5,0.43,1.25,225.0,3
25593,7.5,0.43,1.25,243.0,0
25594,7.5,0.43,1.25,261.0,2
25595,7.5,0.43,1.25,279.0,5
25596,7.5,0.43,1.25,297.0,0
25597,7.5,0.43,1.25,315.0,1
25598,7.5,0.43,1.25,333.0,0
25599,7.5,0.43,1.25,351.0,0
25600,7.5,0.43,1.75,9.0,0
25601,7.5,0.43,1.75,27.0,0
25602,7.5,0.43,1.75,45.0,0
25603,7.5,0.43,1.75,63.0,0
25604,7.5,0.43,1.75,81.0,3
25605,7.5,0.43,1.75,99.0,3
25606,7.5,0.43,1.75,117.0,4
25607,7.5,0.43,1.75,135.0,0
25608,7.5,0.43,1.75,153.0,2
25609,7.5,0.43,1.75,171.0,4
25610,7.5,0.43,1.75,189.0,0
25611,7.5,0.43,1.75,207.0,2
25612,7.5,0.43,1.75,225.0,3
25613,7.5,0.43,1.75,243.0,2
25614,7.5,0.43,1.75,261.0,5
25615,7.5,0.43,1.75,279.0,3
25616,7.5,0.43,1.75,297.0,1
25617,7.5,0.43,1.75,315.0,0
25618,7.5,0.43,1.75,333.0,0
25619,7.5,0.43,1.75,351.0,0
25620,7.5,0.43,2.5,9.0,0
25621,7.5,0.43,2.5,27.0,0
25622,7.5,0.43,2.5,45.0,0
25623,7.5,0.43,2.5,63.0,4
25624,7.5,0.43,2.5,81.0,1
25625,7.5,0.43,2.5,99.0,0
25626,7.5,0.43,2.5,117.0,4
25627,7.5,0.43,2.5,135.0,3
25628,7.5,0.43,2.5,153.0,4
25629,7.5,0.43,2.5,171.0,4
25630,7.5,0.43,2.5,189.0,2
25631,7.5,0.43,2.5,207.0,2
25632,7.5,0.43,2.5,225.0,4
25633,7.5,0.43,2.5,243.0,4
25634,7.5,0.43,2.5,261.0,5
25635,7.5,0.43,2.5,279.0,2
25636,7.5,0.43,2.5,297.0,0
25637,7.5,0.43,2.5,315.0,0
25638,7.5,0.43,2.5,333.0,0
25639,7.5,0.43,2.5,351.0,0
25640,7.5,0.43,4.0,9.0,0
25641,7.5,0.43,4.0,27.0,0
25642,7.5,0.43,4.0,45.0,1
25643,7.5,0.43,4.0,63.0,0
25644,7.5,0.43,4.0,81.0,1
25645,7.5,0.43,4.0,99.0,0
25646,7.5,0.43,4.0,117.0,3
25647,7.5,0.43,4.0,135.0,0
25648,7.5,0.43,4.0,153.0,1
25649,7.5,0.43,4.0,171.0,3
25650,7.5,0.43,4.0,189.0,0
25651,7.5,0.43,4.0,207.0,0
25652,7.5,0.43,4.0,225.0,0
25653,7.5,0.43,4.0,243.0,2
25654,7.5,0.43,4.0,261.0,2
25655,7.5,0.43,4.0,279.0,2
25656,7.5,0.43,4.0,297.0,0
25657,7.5,0.43,4.0,315.0,0
25658,7.5,0.43,4.0,333.0,0
25659,7.5,0.43,4.0,351.0,0
25660,7.5,0.43,7.5,9.0,0
25661,7.5,0.43,7.5,27.0,0
25662,7.5,0.43,7.5,45.0,0
25663,7.5,0.43,7.5,63.0,1
25664,7.5,0.43,7.5,81.0,0
25665,7.5,0.43,7.5,99.0,0
25666,7.5,0.43,7.5,117.0,0
25667,7.5,0.43,7.5,135.0,0
25668,7.5,0.43,7.5,153.0,0
25669,7.5,0.43,7.5,171.0,0
25670,7.5,0.43,7.5,189.0,0
25671,7.5,0.43,7.5,207.0,1
25672,7.5,0.43,7.5,225.0,0
25673,7.5,0.43,7.5,243.0,0
25674,7.5,0.43,7.5,261.0,1
25675,7.5,0.43,7.5,279.0,0
25676,7.5,0.43,7.5,297.0,0
25677,7.5,0.43,7.5,315.0,0
25678,7.5,0.43,7.5,333.0,0
25679,7.5,0.43,7.5,351.0,0
25680,7.5,0.53,0.045,9.0,0
25681,7.5,0.53,0.045,27.0,0
25682,7.5,0.53,0.045,45.0,0
25683,7.5,0.53,0.045,63.0,0
25684,7.5,0.53,0.045,81.0,0
25685,7.5,0.53,0.045,99.0,0
25686,7.5,0.53,0.045,117.0,0
25687,7.5,0.53,0.045,135.0,0
25688,7.5,0.53,0.045,153.0,0
25689,7.5,0.53,0.045,171.0,0
25690,7.5,0.53,0.045,189.0,0
25691,7.5,0.53,0.045,207.0,0
25692,7.5,0.53,0.045,225.0,0
25693,7.5,0.53,0.045,243.0,0
25694,7.5,0.53,0.045,261.0,0
25695,7.5,0.53,0.045,279.0,0
25696,7.5,0.53,0.045,297.0,0
25697,7.5,0.53,0.045,315.0,0
25698,7.5,0.53,0.045,333.0,0
25699,7.5,0.53,0.045,351.0,0
25700,7.5,0.53,0.12,9.0,0
25701,7.5,0.53,0.12,27.0,0
25702,7.5,0.53,0.12,45.0,0
25703,7.5,0.53,0.12,63.0,0
25704,7.5,0.53,0.12,81.0,0
25705,7.5,0.53,0.12,99.0,0
25706,7.5,0.53,0.12,117.0,0
25707,7.5,0.53,0.12,135.0,0
25708,7.5,0.53,0.12,153.0,0
25709,7.5,0.53,0.12,171.0,0
25710,7.5,0.53,0.12,189.0,0
25711,7.5,0.53,0.12,207.0,0
25712,7.5,0.53,0.12,225.0,0
25713,7.5,0.53,0.12,243.0,0
25714,7.5,0.53,0.12,261.0,0
25715,7.5,0.53,0.12,279.0,0
25716,7.5,0.53,0.12,297.0,0
25717,7.5,0.53,0.12,315.0,0
25718,7.5,0.53,0.12,333.0,0
25719,7.5,0.53,0.12,351.0,0
25720,7.5,0.53,0.175,9.0,0
25721,7.5,0.53,0.175,27.0,0
25722,7.5,0.53,0.175,45.0,0
25723,7.5,0.53,0.175,63.0,0
25724,7.5,0.53,0.175,81.0,1
25725,7.5,0.53,0.175,99.0,0
25726,7.5,0.53,0.175,117.0,0
25727,7.5,0.53,0.175,135.0,0
25728,7.5,0.53,0.175,153.0,0
25729,7.5,0.53,0.175,171.0,0
25730,7.5,0.53,0.175,189.0,0
25731,7.5,0.53,0.175,207.0,0
25732,7.5,0.53,0.175,225.0,0
25733,7.5,0.53,0.175,243.0,0
25734,7.5,0.53,0.175,261.0,0
25735,7.5,0.53,0.175,279.0,0
25736,7.5,0.53,0.175,297.0,0
25737,7.5,0.53,0.175,315.0,0
25738,7.5,0.53,0.175,333.0,0
25739,7.5,0.53,0.175,351.0,0
25740,7.5,0.53,0.25,9.0,0
25741,7.5,0.53,0.25,27.0,0
25742,7.5,0.53,0.25,45.0,0
25743,7.5,0.53,0.25,63.0,0
25744,7.5,0.53,0.25,81.0,0
25745,7.5,0.53,0.25,99.0,0
25746,7.5,0.53,0.25,117.0,0
25747,7.5,0.53,0.25,135.0,0
25748,7.5,0.53,0.25,153.0,0
25749,7.5,0.53,0.25,171.0,0
25750,7.5,0.53,0.25,189.0,0
25751,7.5,0.53,0.25,207.0,0
25752,7.5,0.53,0.25,225.0,0
25753,7.5,0.53,0.25,243.0,0
25754,7.5,0.53,0.25,261.0,0
25755,7.5,0.53,0.25,279.0,1
25756,7.5,0.53,0.25,297.0,0
25757,7.5,0.53,0.25,315.0,0
25758,7.5,0.53,0.25,333.0,0
25759,7.5,0.53,0.25,351.0,0
25760,7.5,0.53,0.35,9.0,0
25761,7.5,0.53,0.35,27.0,0
25762,7.5,0.53,0.35,45.0,0
25763,7.5,0.53,0.35,63.0,0
25764,7.5,0.53,0.35,81.0,0
25765,7.5,0.53,0.35,99.0,0
25766,7.5,0.53,0.35,117.0,1
25767,7.5,0.53,0.35,135.0,1
25768,7.5,0.53,0.35,153.0,0
25769,7.5,0.53,0.35,171.0,0
25770,7.5,0.53,0.35,189.0,1
25771,7.5,0.53,0.35,207.0,1
25772,7.5,0.53,0.35,225.0,0
25773,7.5,0.53,0.35,243.0,0
25774,7.5,0.53,0.35,261.0,0
25775,7.5,0.53,0.35,279.0,1
25776,7.5,0.53,0.35,297.0,0
25777,7.5,0.53,0.35,315.0,0
25778,7.5,0.53,0.35,333.0,0
25779,7.5,0.53,0.35,351.0,2
25780,7.5,0.53,0.5,9.0,2
25781,7.5,0.53,0.5,27.0,3
25782,7.5,0.53,0.5,45.0,9
25783,7.5,0.53,0.5,63.0,5
25784,7.5,0.53,0.5,81.0,7
25785,7.5,0.53,0.5,99.0,4
25786,7.5,0.53,0.5,117.0,3
25787,7.5,0.53,0.5,135.0,1
25788,7.5,0.53,0.5,153.0,0
25789,7.5,0.53,0.5,171.0,0
25790,7.5,0.53,0.5,189.0,3
25791,7.5,0.53,0.5,207.0,3
25792,7.5,0.53,0.5,225.0,6
25793,7.5,0.53,0.5,243.0,4
25794,7.5,0.53,0.5,261.0,2
25795,7.5,0.53,0.5,279.0,7
25796,7.5,0.53,0.5,297.0,5
25797,7.5,0.53,0.5,315.0,4
25798,7.5,0.53,0.5,333.0,2
25799,7.5,0.53,0.5,351.0,2
25800,7.5,0.53,0.8,9.0,13
25801,7.5,0.53,0.8,27.0,15
25802,7.5,0.53,0.8,45.0,12
25803,7.5,0.53,0.8,63.0,21
25804,7.5,0.53,0.8,81.0,33
25805,7.5,0.53,0.8,99.0,39
25806,7.5,0.53,0.8,117.0,32
25807,7.5,0.53,0.8,135.0,24
25808,7.5,0.53,0.8,153.0,30
25809,7.5,0.53,0.8,171.0,14
25810,7.5,0.53,0.8,189.0,11
25811,7.5,0.53,0.8,207.0,15
25812,7.5,0.53,0.8,225.0,23
25813,7.5,0.53,0.8,243.0,10
25814,7.5,0.53,0.8,261.0,9
25815,7.5,0.53,0.8,279.0,12
25816,7.5,0.53,0.8,297.0,18
25817,7.5,0.53,0.8,315.0,7
25818,7.5,0.53,0.8,333.0,10
25819,7.5,0.53,0.8,351.0,5
25820,7.5,0.53,1.25,9.0,1
25821,7.5,0.53,1.25,27.0,3
25822,7.5,0.53,1.25,45.0,9
25823,7.5,0.53,1.25,63.0,11
25824,7.5,0.53,1.25,81.0,16
25825,7.5,0.53,1.25,99.0,32
25826,7.5,0.53,1.25,117.0,33
25827,7.5,0.53,1.25,135.0,16
25828,7.5,0.53,1.25,153.0,24
25829,7.5,0.53,1.25,171.0,22
25830,7.5,0.53,1.25,189.0,14
25831,7.5,0.53,1.25,207.0,21
25832,7.5,0.53,1.25,225.0,16
25833,7.5,0.53,1.25,243.0,17
25834,7.5,0.53,1.25,261.0,15
25835,7.5,0.53,1.25,279.0,13
25836,7.5,0.53,1.25,297.0,14
25837,7.5,0.53,1.25,315.0,5
25838,7.5,0.53,1.25,333.0,4
25839,7.5,0.53,1.25,351.0,2
25840,7.5,0.53,1.75,9.0,0
25841,7.5,0.53,1.75,27.0,1
25842,7.5,0.53,1.75,45.0,5
25843,7.5,0.53,1.75,63.0,3
25844,7.5,0.53,1.75,81.0,14
25845,7.5,0.53,1.75,99.0,19
25846,7.5,0.53,1.75,117.0,17
25847,7.5,0.53,1.75,135.0,15
25848,7.5,0.53,1.75,153.0,15
25849,7.5,0.53,1.75,171.0,13
25850,7.5,0.53,1.75,189.0,6
25851,7.5,0.53,1.75,207.0,6
25852,7.5,0.53,1.75,225.0,9
25853,7.5,0.53,1.75,243.0,13
25854,7.5,0.53,1.75,261.0,7
25855,7.5,0.53,1.75,279.0,9
25856,7.5,0.53,1.75,297.0,10
25857,7.5,0.53,1.75,315.0,2
25858,7.5,0.53,1.75,333.0,0
25859,7.5,0.53,1.75,351.0,0
25860,7.5,0.53,2.5,9.0,0
25861,7.5,0.53,2.5,27.0,1
25862,7.5,0.53,2.5,45.0,7
25863,7.5,0.53,2.5,63.0,7
25864,7.5,0.53,2.5,81.0,15
25865,7.5,0.53,2.5,99.0,11
25866,7.5,0.53,2.5,117.0,24
25867,7.5,0.53,2.5,135.0,13
25868,7.5,0.53,2.5,153.0,16
25869,7.5,0.53,2.5,171.0,17
25870,7.5,0.53,2.5,189.0,11
25871,7.5,0.53,2.5,207.0,13
25872,7.5,0.53,2.5,225.0,11
25873,7.5,0.53,2.5,243.0,11
25874,7.5,0.53,2.5,261.0,8
25875,7.5,0.53,2.5,279.0,13
25876,7.5,0.53,2.5,297.0,19
25877,7.5,0.53,2.5,315.0,9
25878,7.5,0.53,2.5,333.0,0
25879,7.5,0.53,2.5,351.0,0
25880,7.5,0.53,4.0,9.0,0
25881,7.5,0.53,4.0,27.0,0
25882,7.5,0.53,4.0,45.0,8
25883,7.5,0.53,4.0,63.0,9
25884,7.5,0.53,4.0,81.0,12
25885,7.5,0.53,4.0,99.0,7
25886,7.5,0.53,4.0,117.0,11
25887,7.5,0.53,4.0,135.0,7
25888,7.5,0.53,4.0,153.0,6
25889,7.5,0.53,4.0,171.0,7
25890,7.5,0.53,4.0,189.0,3
25891,7.5,0.53,4.0,207.0,6
25892,7.5,0.53,4.0,225.0,4
25893,7.5,0.53,4.0,243.0,9
25894,7.5,0.53,4.0,261.0,12
25895,7.5,0.53,4.0,279.0,13
25896,7.5,0.53,4.0,297.0,10
25897,7.5,0.53,4.0,315.0,1
25898,7.5,0.53,4.0,333.0,2
25899,7.5,0.53,4.0,351.0,0
25900,7.5,0.53,7.5,9.0,0
25901,7.5,0.53,7.5,27.0,1
25902,7.5,0.53,7.5,45.0,0
25903,7.5,0.53,7.5,63.0,1
25904,7.5,0.53,7.5,81.0,2
25905,7.5,0.53,7.5,99.0,0
25906,7.5,0.53,7.5,117.0,1
25907,7.5,0.53,7.5,135.0,1
25908,7.5,0.53,7.5,153.0,1
25909,7.5,0.53,7.5,171.0,0
25910,7.5,0.53,7.5,189.0,1
25911,7.5,0.53,7.5,207.0,1
25912,7.5,0.53,7.5,225.0,1
25913,7.5,0.53,7.5,243.0,3
25914,7.5,0.53,7.5,261.0,2
25915,7.5,0.53,7.5,279.0,2
25916,7.5,0.53,7.5,297.0,5
25917,7.5,0.53,7.5,315.0,0
25918,7.5,0.53,7.5,333.0,1
25919,7.5,0.53,7.5,351.0,0
25920,7.5,0.63,0.045,9.0,0
25921,7.5,0.63,0.045,27.0,0
25922,7.5,0.63,0.045,45.0,0
25923,7.5,0.63,0.045,63.0,0
25924,7.5,0.63,0.045,81.0,0
25925,7.5,0.63,0.045,99.0,0
25926,7.5,0.63,0.045,117.0,0
25927,7.5,0.63,0.045,135.0,0
25928,7.5,0.63,0.045,153.0,0
25929,7.5,0.63,0.045,171.0,0
25930,7.5,0.63,0.045,189.0,0
25931,7.5,0.63,0.045,207.0,0
25932,7.5,0.63,0.045,225.0,0
25933,7.5,0.63,0.045,243.0,0
25934,7.5,0.63,0.045,261.0,0
25935,7.5,0.63,0.045,279.0,0
25936,7.5,0.63,0.045,297.0,0
25937,7.5,0.63,0.045,315.0,0
25938,7.5,0.63,0.045,333.0,0
25939,7.5,0.63,0.045,351.0,0
25940,7.5,0.63,0.12,9.0,0
25941,7.5,0.63,0.12,27.0,0
25942,7.5,0.63,0.12,45.0,0
25943,7.5,0.63,0.12,63.0,0
25944,7.5,0.63,0.12,81.0,0
25945,7.5,0.63,0.12,99.0,0
25946,7.5,0.63,0.12,117.0,0
25947,7.5,0.63,0.12,135.0,0
25948,7.5,0.63,0.12,153.0,0
25949,7.5,0.63,0.12,171.0,0
25950,7.5,0.63,0.12,189.0,0
25951,7.5,0.63,0.12,207.0,0
25952,7.5,0.63,0.12,225.0,0
25953,7.5,0.63,0.12,243.0,0
25954,7.5,0.63,0.12,261.0,0
25955,7.5,0.63,0.12,279.0,0
25956,7.5,0.63,0.12,297.0,0
25957,7.5,0.63,0.12,315.0,0
25958,7.5,0.63,0.12,333.0,0
25959,7.5,0.63,0.12,351.0,0
25960,7.5,0.63,0.175,9.0,0
25961,7.5,0.63,0.175,27.0,0
25962,7.5,0.63,0.175,45.0,0
25963,7.5,0.63,0.175,63.0,0
25964,7.5,0.63,0.175,81.0,0
25965,7.5,0.63,0.175,99.0,0
25966,7.5,0.63,0.175,117.0,0
25967,7.5,0.63,0.175,135.0,0
25968,7.5,0.63,0.175,153.0,0
25969,7.5,0.63,0.175,171.0,0
25970,7.5,0.63,0.175,189.0,0
25971,7.5,0.63,0.175,207.0,0
25972,7.5,0.63,0.175,225.0,0
25973,7.5,0.63,0.175,243.0,0
25974,7.5,0.63,0.175,261.0,0
25975,7.5,0.63,0.175,279.0,0
25976,7.5,0.63,0.175,297.0,0
25977,7.5,0.63,0.175,315.0,0
25978,7.5,0.63,0.175,333.0,0
25979,7.5,0.63,0.175,351.0,0
25980,7.5,0.63,0.25,9.0,0
25981,7.5,0.63,0.25,27.0,0
25982,7.5,0.63,0.25,45.0,0
25983,7.5,0.63,0.25,63.0,0
25984,7.5,0.63,0.25,81.0,0
25985,7.5,0.63,0.25,99.0,0
25986,7.5,0.63,0.25,117.0,0
25987,7.5,0.63,0.25,135.0,0
25988,7.5,0.63,0.25,153.0,0
25989,7.5,0.63,0.25,171.0,0
25990,7.5,0.63,0.25,189.0,0
25991,7.5,0.63,0.25,207.0,0
25992,7.5,0.63,0.25,225.0,0
25993,7.5,0.63,0.25,243.0,0
25994,7.5,0.63,0.25,261.0,0
25995,7.5,0.63,0.25,279.0,0
25996,7.5,0.63,0.25,297.0,0
25997,7.5,0.63,0.25,315.0,0
25998,7.5,0.63,0.25,333.0,0
25999,7.5,0.63,0.25,351.0,0
26000,7.5,0.63,0.35,9.0,0
26001,7.5,0.63,0.35,27.0,0
26002,7.5,0.63,0.35,45.0,0
26003,7.5,0.63,0.35,63.0,0
26004,7.5,0.63,0.35,81.0,0
26005,7.5,0.63,0.35,99.0,0
26006,7.5,0.63,0.35,117.0,0
26007,7.5,0.63,0.35,135.0,0
26008,7.5,0.63,0.35,153.0,0
26009,7.5,0.63,0.35,171.0,0
26010,7.5,0.63,0.35,189.0,0
26011,7.5,0.63,0.35,207.0,0
26012,7.5,0.63,0.35,225.0,0
26013,7.5,0.63,0.35,243.0,0
26014,7.5,0.63,0.35,261.0,0
26015,7.5,0.63,0.35,279.0,0
26016,7.5,0.63,0.35,297.0,0
26017,7.5,0.63,0.35,315.0,0
26018,7.5,0.63,0.35,333.0,0
26019,7.5,0.63,0.35,351.0,0
26020,7.5,0.63,0.5,9.0,0
26021,7.5,0.63,0.5,27.0,0
26022,7.5,0.63,0.5,45.0,0
26023,7.5,0.63,0.5,63.0,0
26024,7.5,0.63,0.5,81.0,0
26025,7.5,0.63,0.5,99.0,0
26026,7.5,0.63,0.5,117.0,0
26027,7.5,0.63,0.5,135.0,0
26028,7.5,0.63,0.5,153.0,0
26029,7.5,0.63,0.5,171.0,0
26030,7.5,0.63,0.5,189.0,0
26031,7.5,0.63,0.5,207.0,1
26032,7.5,0.63,0.5,225.0,0
26033,7.5,0.63,0.5,243.0,0
26034,7.5,0.63,0.5,261.0,0
26035,7.5,0.63,0.5,279.0,1
26036,7.5,0.63,0.5,297.0,0
26037,7.5,0.63,0.5,315.0,0
26038,7.5,0.63,0.5,333.0,0
26039,7.5,0.63,0.5,351.0,0
26040,7.5,0.63,0.8,9.0,13
26041,7.5,0.63,0.8,27.0,18
26042,7.5,0.63,0.8,45.0,22
26043,7.5,0.63,0.8,63.0,15
26044,7.5,0.63,0.8,81.0,20
26045,7.5,0.63,0.8,99.0,13
26046,7.5,0.63,0.8,117.0,13
26047,7.5,0.63,0.8,135.0,12
26048,7.5,0.63,0.8,153.0,10
26049,7.5,0.63,0.8,171.0,1
26050,7.5,0.63,0.8,189.0,5
26051,7.5,0.63,0.8,207.0,8
26052,7.5,0.63,0.8,225.0,11
26053,7.5,0.63,0.8,243.0,17
26054,7.5,0.63,0.8,261.0,16
26055,7.5,0.63,0.8,279.0,13
26056,7.5,0.63,0.8,297.0,13
26057,7.5,0.63,0.8,315.0,10
26058,7.5,0.63,0.8,333.0,11
26059,7.5,0.63,0.8,351.0,8
26060,7.5,0.63,1.25,9.0,11
26061,7.5,0.63,1.25,27.0,20
26062,7.5,0.63,1.25,45.0,37
26063,7.5,0.63,1.25,63.0,40
26064,7.5,0.63,1.25,81.0,28
26065,7.5,0.63,1.25,99.0,31
26066,7.5,0.63,1.25,117.0,49
26067,7.5,0.63,1.25,135.0,36
26068,7.5,0.63,1.25,153.0,26
26069,7.5,0.63,1.25,171.0,10
26070,7.5,0.63,1.25,189.0,10
26071,7.5,0.63,1.25,207.0,31
26072,7.5,0.63,1.25,225.0,23
26073,7.5,0.63,1.25,243.0,29
26074,7.5,0.63,1.25,261.0,19
26075,7.5,0.63,1.25,279.0,20
26076,7.5,0.63,1.25,297.0,16
26077,7.5,0.63,1.25,315.0,27
26078,7.5,0.63,1.25,333.0,17
26079,7.5,0.63,1.25,351.0,21
26080,7.5,0.63,1.75,9.0,10
26081,7.5,0.63,1.75,27.0,20
26082,7.5,0.63,1.75,45.0,17
26083,7.5,0.63,1.75,63.0,17
26084,7.5,0.63,1.75,81.0,22
26085,7.5,0.63,1.75,99.0,31
26086,7.5,0.63,1.75,117.0,35
26087,7.5,0.63,1.75,135.0,27
26088,7.5,0.63,1.75,153.0,23
26089,7.5,0.63,1.75,171.0,8
26090,7.5,0.63,1.75,189.0,8
26091,7.5,0.63,1.75,207.0,17
26092,7.5,0.63,1.75,225.0,22
26093,7.5,0.63,1.75,243.0,25
26094,7.5,0.63,1.75,261.0,18
26095,7.5,0.63,1.75,279.0,18
26096,7.5,0.63,1.75,297.0,11
26097,7.5,0.63,1.75,315.0,11
26098,7.5,0.63,1.75,333.0,7
26099,7.5,0.63,1.75,351.0,8
26100,7.5,0.63,2.5,9.0,7
26101,7.5,0.63,2.5,27.0,7
26102,7.5,0.63,2.5,45.0,13
26103,7.5,0.63,2.5,63.0,13
26104,7.5,0.63,2.5,81.0,18
26105,7.5,0.63,2.5,99.0,29
26106,7.5,0.63,2.5,117.0,16
26107,7.5,0.63,2.5,135.0,33
26108,7.5,0.63,2.5,153.0,39
26109,7.5,0.63,2.5,171.0,13
26110,7.5,0.63,2.5,189.0,12
26111,7.5,0.63,2.5,207.0,17
26112,7.5,0.63,2.5,225.0,24
26113,7.5,0.63,2.5,243.0,22
26114,7.5,0.63,2.5,261.0,26
26115,7.5,0.63,2.5,279.0,28
26116,7.5,0.63,2.5,297.0,16
26117,7.5,0.63,2.5,315.0,8
26118,7.5,0.63,2.5,333.0,3
26119,7.5,0.63,2.5,351.0,6
26120,7.5,0.63,4.0,9.0,1
26121,7.5,0.63,4.0,27.0,2
26122,7.5,0.63,4.0,45.0,6
26123,7.5,0.63,4.0,63.0,9
26124,7.5,0.63,4.0,81.0,23
26125,7.5,0.63,4.0,99.0,12
26126,7.5,0.63,4.0,117.0,14
26127,7.5,0.63,4.0,135.0,14
26128,7.5,0.63,4.0,153.0,15
26129,7.5,0.63,4.0,171.0,3
26130,7.5,0.63,4.0,189.0,4
26131,7.5,0.63,4.0,207.0,7
26132,7.5,0.63,4.0,225.0,7
26133,7.5,0.63,4.0,243.0,14
26134,7.5,0.63,4.0,261.0,15
26135,7.5,0.63,4.0,279.0,23
26136,7.5,0.63,4.0,297.0,17
26137,7.5,0.63,4.0,315.0,9
26138,7.5,0.63,4.0,333.0,3
26139,7.5,0.63,4.0,351.0,0
26140,7.5,0.63,7.5,9.0,0
26141,7.5,0.63,7.5,27.0,2
26142,7.5,0.63,7.5,45.0,3
26143,7.5,0.63,7.5,63.0,7
26144,7.5,0.63,7.5,81.0,3
26145,7.5,0.63,7.5,99.0,6
26146,7.5,0.63,7.5,117.0,2
26147,7.5,0.63,7.5,135.0,2
26148,7.5,0.63,7.5,153.0,2
26149,7.5,0.63,7.5,171.0,0
26150,7.5,0.63,7.5,189.0,0
26151,7.5,0.63,7.5,207.0,0
26152,7.5,0.63,7.5,225.0,3
26153,7.5,0.63,7.5,243.0,3
26154,7.5,0.63,7.5,261.0,4
26155,7.5,0.63,7.5,279.0,8
26156,7.5,0.63,7.5,297.0,6
26157,7.5,0.63,7.5,315.0,3
26158,7.5,0.63,7.5,333.0,2
26159,7.5,0.63,7.5,351.0,0
26160,7.5,0.79,0.045,9.0,0
26161,7.5,0.79,0.045,27.0,0
26162,7.5,0.79,0.045,45.0,0
26163,7.5,0.79,0.045,63.0,0
26164,7.5,0.79,0.045,81.0,0
26165,7.5,0.79,0.045,99.0,0
26166,7.5,0.79,0.045,117.0,0
26167,7.5,0.79,0.045,135.0,0
26168,7.5,0.79,0.045,153.0,0
26169,7.5,0.79,0.045,171.0,0
26170,7.5,0.79,0.045,189.0,0
26171,7.5,0.79,0.045,207.0,0
26172,7.5,0.79,0.045,225.0,0
26173,7.5,0.79,0.045,243.0,0
26174,7.5,0.79,0.045,261.0,0
26175,7.5,0.79,0.045,279.0,0
26176,7.5,0.79,0.045,297.0,0
26177,7.5,0.79,0.045,315.0,0
26178,7.5,0.79,0.045,333.0,0
26179,7.5,0.79,0.045,351.0,0
26180,7.5,0.79,0.12,9.0,0
26181,7.5,0.79,0.12,27.0,0
26182,7.5,0.79,0.12,45.0,0
26183,7.5,0.79,0.12,63.0,0
26184,7.5,0.79,0.12,81.0,0
26185,7.5,0.79,0.12,99.0,0
26186,7.5,0.79,0.12,117.0,0
26187,7.5,0.79,0.12,135.0,0
26188,7.5,0.79,0.12,153.0,0
26189,7.5,0.79,0.12,171.0,0
26190,7.5,0.79,0.12,189.0,0
26191,7.5,0.79,0.12,207.0,0
26192,7.5,0.79,0.12,225.0,0
26193,7.5,0.79,0.12,243.0,0
26194,7.5,0.79,0.12,261.0,0
26195,7.5,0.79,0.12,279.0,0
26196,7.5,0.79,0.12,297.0,0
26197,7.5,0.79,0.12,315.0,0
26198,7.5,0.79,0.12,333.0,0
26199,7.5,0.79,0.12,351.0,0
26200,7.5,0.79,0.175,9.0,0
26201,7.5,0.79,0.175,27.0,0
